itemId,title,price_value,price_currency,image_url,condition,category_name,seller_username,location,shortDescription,cluster_id
v1|195662784122|495532783968,NEW UNLOCKED SAMSUNG GALAXY S21 5G SM-G991U ALL COLORS AND MEMORY GSM+CDMA,224.88,USD,https://i.ebayimg.com/images/g/8IcAAOSwf4FkFBTZ/s-l225.jpg,New,,wirelessdealsinc,959**,,6
v1|135089714379|434545996310,Apple iPhone 15 Fully Unlocked 6.1in - 128GB - eSIM - Very Good,482.00,USD,https://i.ebayimg.com/images/g/HOwAAOSw0nRn~cEb/s-l225.jpg,Very Good - Refurbished,,guaranteecellular,070**,,9
v1|256279079134|556317281663,Samsung Galaxy Watch5 Pro 45mm R920N GPS - Good,64.99,USD,https://i.ebayimg.com/images/g/8loAAeSwzdJoL14A/s-l225.jpg,Good - Refurbished,,cellfeee,111**,,9
v1|225359542640|524345909210,For Samsung Galaxy A16 5G A15 A14 A54 Case Phone Cover Shockproof+Tempered Glass,6.99,USD,https://i.ebayimg.com/images/g/J~cAAOSwU61lryAN/s-l225.jpg,New,,starshop18,917**,,14
v1|167349196662|467003114909,45W Type USB-C Super Fast Wall Charger+6ft Cable for Samsung Galaxy S23 S22 S21+,2.49,USD,https://i.ebayimg.com/images/g/v7cAAOSwkXdnMcA1/s-l225.jpg,New,,phonehavens,900**,,12
v1|235067552587|0,"USB-C to USB-A White Charging & Data Cable (3FT, 1M)",0.99,USD,https://i.ebayimg.com/images/g/TcQAAOSwNOFkmwf1/s-l225.jpg,New,,electronicdea1s,112**,,11
v1|235493716338|0,For iPhone 11 Screen Replacement LCD Display 3D Touch Digitizer Assembly + Tools,14.05,USD,https://i.ebayimg.com/images/g/WhQAAOSwmwxmA9W9/s-l225.jpg,New,,powerseller2009dhm,112**,,14
v1|186067900487|694711395151,For iPhone 16 15 14 13 Pro Max Tempered Glass Screen Protector Camera Protector,5.99,USD,https://i.ebayimg.com/images/g/4wQAAOSwG0VlLuom/s-l225.jpg,New,,ec*wholesales,112**,,14
v1|316040855178|0,Original Magsafe Charger Magnetic Wireless Charger For iPhone 16 15 14 13 12 11,15.99,USD,https://i.ebayimg.com/images/g/LcgAAOSw2UNmzqoS/s-l225.jpg,New,,friendly_shop,112**,,5
v1|286226089385|0,LCD Display Touch Screen NO Fingerprints,25.00,USD,https://i.ebayimg.com/images/g/efUAAOSwwkxnZvUD/s-l225.jpg,New,,hidalangsh-0,,,4
v1|186367561360|0,For Apple iPhone Headphone Adapter Jack 3.5mm Aux Cord Dongle,2.98,USD,https://i.ebayimg.com/images/g/hssAAOSwM5Rj6a1U/s-l225.jpg,New,,luckypo24,191**,,3
v1|256483219243|556657392451,Samsung Galaxy S22 Ultra 512GB S908U Unlocked - Very Good,379.99,USD,https://i.ebayimg.com/images/g/yTQAAeSwKCRoL7rq/s-l225.jpg,Very Good - Refurbished,,cellfeee,111**,,9
v1|203135753347|503521586752,For iPhone 16 15 14 13 12 11 Pro Max XS X 8 7 SE Silicone Case Camera Lens Cover,4.49,USD,https://i.ebayimg.com/images/g/O40AAOSwWNBlSHAG/s-l225.jpg,New,,e*carat,928**,,14
v1|255883394766|556399764072,Samsung Galaxy S21 Ultra 5G 128GB G998U Unlocked - Good,219.99,USD,https://i.ebayimg.com/images/g/iKEAAeSwu0toL3JN/s-l225.jpg,Good - Refurbished,,cellfeee,111**,,6
v1|335700739457|545214129119,Sandisk Micro SD Card 128GB 256GB Extreme Pro Ultra Memory Cards lot 170MB/s USA,24.99,USD,https://i.ebayimg.com/images/g/gOMAAOSwvY1nSRlt/s-l225.jpg,New,,zhaoxinspea,113**,,9
v1|316161742547|0,100% Genuine Apple Lightning to 30-pin Adapter MD823ZM/A OEM - SUPPORTS AUDIO,7.24,USD,https://i.ebayimg.com/images/g/WCcAAOSwE1pnlkCn/s-l225.jpg,Open box,,shon*store,125**,,5
v1|236083687399|0,Apple earbuds gen2 pro Open Boxed W/Serial Number And Everything Included,27.00,USD,https://i.ebayimg.com/images/g/rzgAAeSwUTFoGudC/s-l225.jpg,Open box,,blossom_umi,917**,,3
v1|365563401957|635364093924,Original USB-C Fast Charger For iPhone 14 13 12 11 Pro Max XS XR 8 Type C Cable,2.98,USD,https://i.ebayimg.com/images/g/lWQAAOSwpnJmg5rs/s-l225.jpg,New,,jxcxsinc,191**,,5
v1|134231190345|433683548463,2X Tempered Glass Screen Protector For Samsung Galaxy Note S8 S9 S10 S20 S21 S22,4.97,USD,https://i.ebayimg.com/images/g/C0sAAOSwjFJjIOdZ/s-l225.jpg,New,,bexcost,917**,,14
v1|167517649915|0,3 Pack For Apple 16 15 14 Pro Max Magsafe Wireless Charger Magnetic Fast Charger,9.90,USD,https://i.ebayimg.com/images/g/p1cAAOSw21toJwg~/s-l225.jpg,New,,west.coast.mobile,853**,,5
v1|313937850044|612639446077,Apple Watch Series 4 40mm 44mm GPS + WiFi + Cellular Pink Gold Space Gray Silver,69.99,USD,https://i.ebayimg.com/images/g/-jsAAOSwnuZiReHW/s-l225.jpg,Used,,dealscaly,903**,,9
v1|226478174137|525664127322,Samsung Galaxy Buds3 PRO SM-R630 REPLACEMENT PART Left OR Right Earbud OR Case,39.98,USD,https://i.ebayimg.com/images/g/ULQAAOSwMllngVSQ/s-l225.jpg,Open box,,rocacreations,347**,,3
v1|224928213507|523800893398,For Samsung Galaxy S25 Ultra S24 S23 S22 S21 FE Case Phone Cover + Screen Glass,10.99,USD,https://i.ebayimg.com/images/g/e-QAAOSwL9BlzWHD/s-l225.jpg,New,,starshop18,917**,,14
v1|226250321412|525413901701,For Samsung Galaxy A16 5G A15 A14 A54 Case Phone Cover Shockproof +Screen Glass,6.99,USD,https://i.ebayimg.com/images/g/Ll8AAOSw3tJmmZ4E/s-l225.jpg,New,,starshop18,917**,,14
v1|115990092373|416229385573,Samsung Galaxy S22 128GB FACTORY Unlocked Verizon ATT TMobile Metro - EXCELLENT,199.48,USD,https://i.ebayimg.com/images/g/xr0AAOSwFZVlvsfM/s-l225.jpg,Excellent - Refurbished,,everythingforlesss,480**,,9
v1|186373306764|694423935818,Wholesale Privacy Tempered Glass Screen Protector for iPhone 16 15 14 13 Pro Max,99.99,USD,https://i.ebayimg.com/images/g/kKsAAOSw-8VmDCRk/s-l225.jpg,New,,ec*wholesales,112**,,14
v1|226607667883|0,"Google Pixel Watch LTE (GWT9R) Silver Steel case , Charcoal band - New In Box",53.99,USD,https://i.ebayimg.com/images/g/1fcAAOSwlUBntjH-/s-l225.jpg,New,,smartresale,957**,,11
v1|256379350806|556466738893,Samsung Galaxy S23 Ultra 256GB S918U Unlocked - Excellent,504.99,USD,https://i.ebayimg.com/images/g/3zUAAeSwx09oL5cI/s-l225.jpg,Excellent - Refurbished,,cellfeee,111**,,9
v1|224643227917|0,Black 4 Port USB Wall Charger USB Fast Quick Charge QC 3.0 Power Adapter Plug US,4.95,USD,https://i.ebayimg.com/images/g/B3kAAOSwOkNleWTB/s-l225.jpg,New,,tw_beauty,641**,,2
v1|204252543375|504820734117,NEW UNLOCKED SAMSUNG GALAXY S21 ULTRA 5G SM-G998U ALL COLORS AND MEMORY GSM+CDMA,283.88,USD,https://i.ebayimg.com/images/g/DPYAAOSwXrhj9dRw/s-l225.jpg,New,,wirelessdealsinc,959**,,6
v1|316054026666|614648497713,For iPhone 14 13 12 11  20W Fast Charger Block USB Type C Wall Power Adapter Lot,609.00,USD,https://i.ebayimg.com/images/g/4PMAAOSwXORmVvYJ/s-l225.jpg,New,,oscommerc-45,191**,,0
v1|225916599340|525005953602,Apple iPhone 12 Pro Max 128GB - Fully Unlocked - VERY GOOD Condition,364.99,USD,https://i.ebayimg.com/images/g/NaMAAOSwaSFlezVR/s-l225.jpg,Very Good - Refurbished,,gadget-solutions,112**,,6
v1|177046153564|476751588326,Samsung 256GB 512GB 1TB EVO Plus Micro SD MicroSDXC UHS-I U3 130MB/s Memory Card,44.99,USD,https://i.ebayimg.com/images/g/MQwAAOSwOdtoDWXu/s-l225.jpg,New,,eztoyou,183**,,9
v1|124714396275|0,3-Pack USB-C 3.1 Male to USB A Female Adapter Converter OTG Type C Android Phone,2.17,USD,https://i.ebayimg.com/images/g/r5IAAOSwVA9glZ1P/s-l225.jpg,New,,isellparts2u,333**,,5
v1|254819687565|555313637451,For Samsung A16/A15/A05S A10E A12 A32 A11 A54 5G Tempered Glass Screen Protector,3.59,USD,https://i.ebayimg.com/images/g/s5wAAOSw26lguZp7/s-l225.jpg,New,,bgwireless,113**,,14
v1|226648303819|525827040588,3X Privacy Screen Protector Tempered Glass For iPhone 16 15 14 13 12 11 Pro Max,3.89,USD,https://i.ebayimg.com/images/g/6EcAAOSwTxVn1db1/s-l225.jpg,New,,platinum-parts,075**,,14
v1|205502976354|0,QUAD LOCK Motorcycle/Moto Handlebar Mount + Vibration Dampener - NEW/FREE S+H,54.00,USD,https://i.ebayimg.com/images/g/1BwAAOSwjdJoLjO~/s-l225.jpg,New,,riderevolution,786**,,1
v1|167400225200|467039951987,Genuine Apple Watch Sport Band - 40mm/41mm -  44mm/45mm - in Various Colors,12.95,USD,https://i.ebayimg.com/images/g/P4IAAOSwjAZn4ddv/s-l225.jpg,Open box,,revitatech,787**,,14
v1|326533004954|515614927552,"Apple iPhone 14 Pro Max, 128/256/512GB/1TB -Unlocked -Used Premium, 90%+ Battery",629.99,USD,https://i.ebayimg.com/images/g/Xq8AAOSwxNlkBfQ4/s-l225.jpg,Used,,electronicdea1s,112**,,11
v1|286160847625|588523813996,New Sealed Apple iPhone 13 Mini/12 Mini Factory Unlocked 256GB/128GB ALL Carrier,651.13,USD,https://i.ebayimg.com/images/g/RWoAAOSwYkFnNHyf/s-l225.jpg,New,,mobilemagnet2000,900**,,9
v1|356406900377|625401040601,🤝FACTORY NEW SEALED SAMSUNG GALAXY S23 ULTRA 5G UNLOCKED GSM CDMA ALL MEMORY,624.09,USD,https://i.ebayimg.com/images/g/XGcAAOSwqaBmbAAV/s-l225.jpg,New,,elec-ml,079**,,6
v1|126379305982|427419930420,For Samsung S25 S24 S23 Ultra Plus S22 AntiSpy Privacy Hydrogel Screen Protector,2.99,USD,https://i.ebayimg.com/images/g/wg4AAOSwtX9mnA0~/s-l225.jpg,New,,jkooteck,112**,,14
v1|135638194118|434988098679,NEW SEALED SAMSUNG GALAXY S23 ULTRA 5G/S22 ULTRA 5G GSM CDMA FACTORY UNLOCKED,624.00,USD,https://i.ebayimg.com/images/g/Sy4AAOSwBdVnkfuP/s-l225.jpg,New,,us-wireless,752**,,6
v1|276523158982|2560346649988,Google Pixel 6 | 6a | 6 Pro - 128GB 256GB 512GB - Unlocked Verizon T-Mobile AT&T,151.95,USD,https://i.ebayimg.com/images/g/~rUAAOSwkf5mebZY/s-l225.jpg,Very Good - Refurbished,,tech-hobbies,,,9
v1|145385388869|444573803078,Heavy Duty Micro USB Fast Charger Data Cable Cord For Samsung Android HTC LG Lot,89.78,USD,https://i.ebayimg.com/images/g/Nt4AAOSwcHZlNdr1/s-l225.jpg,New,,vcellparts,333**,,5
v1|316731227070|0,"Universal Car Phone Holder, 360 Degree Rotating Phone Holder for iPhone, Samsung",6.99,USD,https://i.ebayimg.com/images/g/AiIAAOSwVe1oCuUp/s-l225.jpg,New,,maiixii,,,1
v1|167480640408|0,*New - Open Box* Apple iPhone 13 - 128GB - Unlocked - Midnight *100% Battery*!,325.00,USD,https://i.ebayimg.com/images/g/1owAAOSwiy9oDm2o/s-l225.jpg,Open box,,dannywirelessusa,330**,,6
v1|305619602482|0,Power Bank 20000mAh 45W Charging Portable External Battery Backup For Cell Phone,31.99,USD,https://i.ebayimg.com/images/g/umEAAOSwCa1mbGNo/s-l225.jpg,New,,juovi_power,410**,,8
v1|256411723549|556525832025,Samsung Galaxy Buds2 Pro R510 - Good,44.99,USD,https://i.ebayimg.com/images/g/pToAAeSwFDloMKmI/s-l225.jpg,Good - Refurbished,,cellfeee,111**,,5
v1|356605653571|625572168239,Apple iPhone 16 Pro Max 256GB Unlocked Very Good Condition,1125.99,USD,https://i.ebayimg.com/images/g/DgYAAeSwoEFoK5OS/s-l225.jpg,Very Good - Refurbished,,directauth,750**,,6
v1|235356268522|535401322895,Replacement Rear Back Glass Big Hole For iPhone 14 13 12 11 Pro XR XS X 8 Lot,50.53,USD,https://i.ebayimg.com/images/g/bBMAAOSwpHdlhn7e/s-l225.jpg,New,,hi_ampere,410**,,14
v1|376106115252|0,NEW Apple 3rd Generation Bluetooth Headsets Right Left Pods With charging case,47.57,USD,https://i.ebayimg.com/images/g/Q7UAAOSwAbhn5-A5/s-l225.jpg,New,,emma002015-5,940**,,3
v1|324736594273|513742291155,SanDisk Micro SD Card Ultra 16GB 32GB 64GB 128GB 256GB TF SDHC/SDXC Class 10 Lot,4.90,USD,https://i.ebayimg.com/images/g/mFYAAOSwb2xc-H1q/s-l225.jpg,New,,motoheatusa,333**,,9
v1|126706645060|427752717522,2-Pcs For iPhone 16 Pro Max/16 Pro/16 Plus/16 Metal Camera Lens Protector Cover,7.99,USD,https://i.ebayimg.com/images/g/SkAAAOSwTkFnAEG5/s-l225.jpg,New,,jkooteck,112**,,5
v1|126039275830|427006034545,Genuine Apple AirPods Pro (1st Gen) Replacement Parts Right Left AirPods or Case,53.99,USD,https://i.ebayimg.com/images/g/dEsAAOSwhJlkgzPF/s-l225.jpg,Good - Refurbished,,malkinmania,151**,,2
v1|176859359514|476583093914,Google Pixel 8a - T-Mobile Or Unlocked - 128GB Android (All Colors) - GOOD,274.99,USD,https://i.ebayimg.com/images/g/jbwAAOSwjs1nrRM2/s-l225.jpg,Very Good - Refurbished,,electro-dealz,333**,,9
v1|356711260736|0,For White Apple Earphones2nd Generation Right Left Pods W/MagSafe Charging Case.,31.59,USD,https://i.ebayimg.com/images/g/n3YAAOSw-iFn2Zwe/s-l225.jpg,New,,zwinzoe,,,3
v1|156663304419|458029215029,Apple iPhone 16 Plus 256GB ( Unlocked) US E-Sim Version. Excellent,734.99,USD,https://i.ebayimg.com/images/g/tBIAAOSwm8Jnm4-w/s-l225.jpg,Excellent - Refurbished,,amazing-wireless,750**,,9
v1|184628418830|0,New Battery for Kyocera DuraXV Extreme E4810 SCP-73LBPS 1720mAh *Same Day Ship*,9.99,USD,https://i.ebayimg.com/images/g/Bq0AAOSwB2pjj20S/s-l225.jpg,New,,squcircuit,762**,,5
v1|276709075827|2560142653693,For iPhone 16 Pro Max 15 14 13 12 11 Magnetic Case Shockproof N Screen Protector,9.99,USD,https://i.ebayimg.com/images/g/voEAAOSw3kRnIkio/s-l225.jpg,New,,circlemalls2013,917**,,14
v1|256864558580|557396557919,Google Pixel 6 | 6a | 6 Pro 128GB | 256GB Unlocked T-Mobile AT&T  Verizon - Good,194.70,USD,https://i.ebayimg.com/images/g/zYcAAOSwhtFmR58S/s-l225.jpg,Very Good - Refurbished,,uki-mobile,293**,,9
v1|405427244743|675673557074,2PCS Privacy Clear Tempered Glass Screen Protector for iPhone 16 15 14 Pro Max,8.99,USD,https://i.ebayimg.com/images/g/23UAAOSwiipkbvOq/s-l225.jpg,New,,anshop_llc,945**,,14
v1|176802492997|0,2x Original Samsung Galaxy S24 S23 S22 S21 5G USB-C 6FT Super Fast Charge Cable,11.99,USD,https://i.ebayimg.com/images/g/2GYAAOSwdfZnkV7h/s-l225.jpg,New,,creo_cellular,117**,,5
v1|276717756841|0,Apple AirPods 4 Wireless Bluetooth Earbuds MXP63LL/A 2024 4th Gen - Excellent,92.95,USD,https://i.ebayimg.com/images/g/uYkAAOSwjPNnKnBy/s-l225.jpg,Excellent - Refurbished,,pezzs_inc,605**,,11
v1|226370264022|525560699934,Apple iPhone SE 3RD GEN 128GB (2022) - Fully Unlocked - VERY GOOD Condition,189.99,USD,https://i.ebayimg.com/images/g/-q0AAOSwPF1m9B07/s-l225.jpg,Very Good - Refurbished,,gadget-solutions,112**,,6
v1|356036210220|625079471048,Apple iPhone 15 Pro A2848 128GB Unlocked Excellent,599.99,USD,https://i.ebayimg.com/images/g/kCwAAOSwyktm4f~q/s-l225.jpg,Excellent - Refurbished,,directauth,750**,,9
v1|324634463463|0,Anker 100W USB C Fast Charging Cable 10ft Long Braided Nylon Cord for MacBook,8.99,USD,https://i.ebayimg.com/images/g/qZ8AAOSwR0tgpowh/s-l225.jpg,New,,ankerdirect,917**,,11
v1|306313225675|0,45W Super Fast Wall Charger Plug W/ 6ft USB-C Cable For Samsung S22 S23 S24 S25,1.59,USD,https://i.ebayimg.com/images/g/gSoAAOSw2eFoLZ7O/s-l225.jpg,New,,electrogearshops,112**,,8
v1|156856019088|458288907644,Apple Watch Series 6 40mm 44mm GPS + WiFi + Bluetooth Smartwatch - Excellent,123.99,USD,https://i.ebayimg.com/images/g/RSEAAOSwvydnwdNX/s-l225.jpg,Excellent - Refurbished,,kisselectronicsinc,070**,,9
v1|167437464298|467073367984,SanDisk Ultra 256GB 512GB 1TB Micro SD MicroSDXC Class 10 A1 HD 4K  Memory Card,49.99,USD,https://i.ebayimg.com/images/g/EWEAAOSwB69n9SLi/s-l225.jpg,New,,pricetakular,179**,,9
v1|404108209264|673982608644,Privacy Screen Protector Tempered Glass Lot For iPhone 16 15 14 13 12 11 XR 8 7,61.33,USD,https://i.ebayimg.com/images/g/Qk4AAOSwMthjw7et/s-l225.jpg,New,,techosaurus365,088**,,14
v1|316815270074|0,10Pack 6FT OEM Fast Charger Cable Cord For iPhone 5 6 7 8 X 11 12 13 14 Pro Max,8.00,USD,https://i.ebayimg.com/images/g/OjgAAOSwuyJn4oBb/s-l225.jpg,New,,amazing_cellphone,853**,,5
v1|176452503381|0,Apple iPhone 15 A2846 T-Mobile Only 128GB Black Good,374.99,USD,https://i.ebayimg.com/images/g/440AAOSw75JmhDyX/s-l225.jpg,Good - Refurbished,,yywirelesss,,,9
v1|167471769861|0,🔥6FT Type USB-C 45W Super Fast Wall Charger For Samsung Galaxy S23 S22 S21 Plus,2.49,USD,https://i.ebayimg.com/images/g/MR4AAOSwXldnrxIx/s-l225.jpg,New,,phonehavens,900**,,1
v1|325852789181|515359783389,Apple iPhone 12 64GB – Factory Unlocked – Very Good – Tested – Fast Ship,206.99,USD,https://i.ebayimg.com/images/g/obAAAOSw2IplMD~7/s-l225.jpg,Very Good - Refurbished,,gadget-solutions,112**,,6
v1|365540483882|635345394600,360 Vacuum Strong Magnetic Phone Holder Suction Cup Car Stand Foldable Car Mount,9.98,USD,https://i.ebayimg.com/images/g/YvoAAOSwz1Bn~1O-/s-l225.jpg,New,,jiaxi-2875,191**,,1
v1|234059057423|0,360° Universal Mount Holder Car Stand Windshield For Mobile Cell Phone GPS ,6.99,USD,https://i.ebayimg.com/images/g/BLUAAOSw6W5gz9M-/s-l225.jpg,New,,theperfectyou,917**,,1
v1|155352065271|455558417372,Shockproof Case For iPhone 6 7 8 Plus SE 2 3 Rugged Clip Cover Screen Protector,9.99,USD,https://i.ebayimg.com/images/g/P5kAAOSwsj1jvcqH/s-l225.jpg,New,,sevencapital,115**,,14
v1|315241167814|613711365006,MAGIC JOHN Privacy Glass Screen Protector For iPhone 16 15 14 13 12 11Pro Max XR,17.85,USD,https://i.ebayimg.com/images/g/XUsAAOSwoipmPeBK/s-l225.jpg,New,,magic*john*officia,900**,,11
v1|404672848539|674670222748,New in Sealed Box Apple iPhone 13 PRO MAX A2484 256/512G 1TB Unlocked Smartphone,651.99,USD,https://i.ebayimg.com/images/g/PlcAAOSw2zVldTRq/s-l225.jpg,New,,cellfc,432**,,9
v1|175761849937|475157007577,3X Tempered Glass Screen Protector For iPhone 16e 15 14 13 12 11 Pro Max X 8 7 6,5.74,USD,https://i.ebayimg.com/images/g/SLIAAOSwo-1lstDL/s-l225.jpg,New,,xgwholesales,115**,,14
v1|356036246765|625339920773,Apple iPhone 14 Plus 128GB Unlocked Excellent Condition,394.99,USD,https://i.ebayimg.com/images/g/wIMAAOSwHPtnZdDQ/s-l225.jpg,Excellent - Refurbished,,directauth,750**,,9
v1|235272916954|535311898159,"Apple iPhone 13, 128/256/512GB - Fully Unlocked - Used - All colors",234.99,USD,https://i.ebayimg.com/images/g/sMQAAOSwcSFkCfCZ/s-l225.jpg,Used,,electronicdea1s,112**,,6
v1|312607439109|0,USB Data Sync Cable Cord Charger for iPhone 4 4G 4S 3GS iPod Nano Touch 4G,3.99,USD,https://i.ebayimg.com/images/g/rIIAAOSw0hRc2NuD/s-l225.jpg,New,,uchoose-wireless,917**,,5
v1|356605660694|625572168483,Apple iPhone 16 Pro 128GB Unlocked Very Good Condition,764.99,USD,https://i.ebayimg.com/images/g/mSMAAeSwZ6JnvQH9/s-l225.jpg,Very Good - Refurbished,,directauth,750**,,6
v1|185485970194|694970565566,Privacy Hydrogel Screen Protector Camera Protector for Samsung S25 Ultra Plus 24,10.99,USD,https://i.ebayimg.com/images/g/~0sAAOSwIV1iwIXs/s-l225.jpg,New,,ec*wholesales,112**,,14
v1|387335776578|0,Anker Fast Charging Adapter with 67W USB C Charger &30W GaN PIQ 3.0 Wall Charger,26.34,USD,https://i.ebayimg.com/images/g/J3QAAOSw8IJmzpX3/s-l225.jpg,Certified - Refurbished,,anker_outlet_store,917**,,1
v1|356811254564|0,20W PD USB-C Type-C Fast Charger Adapter for iPhone 14/13/12/11 Samsung Galaxy,3.29,USD,https://i.ebayimg.com/images/g/f3kAAOSwfWxoB1Hu/s-l225.jpg,New,,smartlink-wireless,232**,,1
v1|134845802705|434359004986,Samsung Galaxy Note 20 Ultra 5G FACTORY UNLOCKED VERIZON ATT TMobile - EXCELLENT,299.48,USD,https://i.ebayimg.com/images/g/Zk8AAOSwlOxlsb5E/s-l225.jpg,Excellent - Refurbished,,everythingforlesss,480**,,9
v1|186372160670|694422495242,Samsung Galaxy S23 S911U1 128GB 256GB Unlocked Excellent,299.95,USD,https://i.ebayimg.com/images/g/d7sAAOSwgbJl-K0v/s-l225.jpg,Excellent - Refurbished,,cellularstream,600**,,9
v1|193717752692|495447561665,HYDROGEL Screen Protector For Samsung Galaxy S24 S23 S22 Ultra S21 S20 Plus Note,7.79,USD,https://i.ebayimg.com/images/g/BbYAAOSwCoFj4~mw/s-l225.jpg,New,,theperfectpart,330**,,14
v1|127125440624|0,45W Super Fast Wall Charger Plug +6ft Type-C Cable For Samsung S22 S23 S24 S25 +,1.59,USD,https://i.ebayimg.com/images/g/JP4AAOSw9lRoLZ7S/s-l225.jpg,New,,cellularcraft,112**,,8
v1|365623175151|635413709530,NEW SEALED Samsung Galaxy S22 Ultra (5G) SM-S908U 128GB/256GB Factory Unlocked,392.88,USD,https://i.ebayimg.com/images/g/DMUAAOSwC8ZnxtRo/s-l225.jpg,New,,newwirelesszone,088**,,6
v1|403448551891|673453141526,Apple iPhone 12 Pro 256GB Unlocked - Excellent,304.95,USD,https://i.ebayimg.com/images/g/U4MAAOSwS99hCDnD/s-l225.jpg,Excellent - Refurbished,,bidallies,070**,,6
v1|225378286963|0,Anker Premium Nylon USB A to Type C Charging Cable for Galaxy S10/S9 [2Pack-6ft],9.99,USD,https://i.ebayimg.com/images/g/FqoAAOSws9BhmOi~/s-l225.jpg,New,,ankerdirect,917**,,5
v1|135098995844|434559898933,Apple Watch Series 6 44mm Gps + Cellular Aluminum - 32GB -Very Good,119.00,USD,https://i.ebayimg.com/images/g/qkYAAOSwxXpoJKio/s-l225.jpg,Very Good - Refurbished,,guaranteecellular,070**,,9
v1|126379324988|427420207529,Type C to Aux Cable USB Type-C Male To 3.5mm Cord Car AUX Music Audio Adapter,5.99,USD,https://i.ebayimg.com/images/g/vzQAAOSwmyNlAm9T/s-l225.jpg,New,,jkooteck,112**,,5
v1|124320012539|425208552771,Braided USB C Type-C Fast Charging Data SYNC Charger Cable Cord 1/3/6/10FT LONG,1.12,USD,https://i.ebayimg.com/images/g/xvwAAOSwrz1fRJwp/s-l225.jpg,New,,vcellparts,333**,,1
v1|364682129215|634205622165,3PCS Tempered Glass Protector For Samsung Galaxy A05s/15/16/24/25/35/55/71 5G,3.99,USD,https://i.ebayimg.com/images/g/TfYAAOSwtuBlpmwc/s-l225.jpg,New,,jtpcstore101,917**,,14
v1|364878274108|0,2 Port USB Super Fast Car Charger Adapter For iPhone Samsung Android Cell Phone,5.69,USD,https://i.ebayimg.com/images/g/jfgAAOSwFhhmOKJu/s-l225.jpg,New,,jiaxi-2875,191**,,1
v1|235963710398|0,3PACK Tempered Glass Screen Protector for Samsung Galaxy A16 5G,3.95,USD,https://i.ebayimg.com/images/g/s4QAAOSw9YNntFR5/s-l225.jpg,New,,jswireless48,917**,,14
v1|306116787345|0,Apple USB-C to USB-C 60W Woven Braided Charge Cable 1m. ​​​MQKJ3AM/A  A2795. OEM,8.99,USD,https://i.ebayimg.com/images/g/LUAAAOSwH5ln8m~g/s-l225.jpg,Open box,,inspirantellc,750**,,5
v1|135816965711|0,Origina APPLE EarPods Lightning Wired Earphones Headphones iPhone 7 8 X Xr 11 14,13.99,USD,https://i.ebayimg.com/images/g/icgAAeSwaNZoKgZs/s-l225.jpg,New,,tiawa_7727,305**,,12
v1|396636374983|0,OtterBox Samsung Galaxy S25 Defender Series Case BLACK includes holster clip,16.99,USD,https://i.ebayimg.com/images/g/vSoAAOSw91Rnk5nk/s-l225.jpg,New,,ynyqo710,900**,,14
v1|203861790743|504316020879,For Samsung Galaxy S24 S23 S22 PLUS ULTRA Tempered Glass Screen Protector Full,4.89,USD,https://i.ebayimg.com/images/g/5iQAAOSwvbRkUdDc/s-l225.jpg,New,,theperfectpart,330**,,11
v1|365534591394|0,Apple AirPods Pro 2nd Generation with MagSafe Charging Case NEW No Box,79.99,USD,https://i.ebayimg.com/images/g/GscAAOSwZ5Zn~uha/s-l225.jpg,New,,rayderz,914**,,5
v1|396198163321|0,Apple 3rd Generation Bluetooth Headsets Right Left+Wireless Charging Box,34.33,USD,https://i.ebayimg.com/images/g/ZJsAAOSwfGRnqsPW/s-l225.jpg,Open box,,mult--0,900**,,12
v1|197348584479|0,Super Solar Power Bank Charger USB Portable Charger Power Bank For Cell Phone,10.89,USD,https://i.ebayimg.com/images/g/gXMAAOSwQaxnvlgS/s-l225.jpg,New,,lacalifo32,924**,,5
v1|355095079593|624350423494,"Apple iPhone 14, 128GB, Network Unlocked - Excellent Condition",354.99,USD,https://i.ebayimg.com/images/g/t4gAAOSwm-1lJIwm/s-l225.jpg,Excellent - Refurbished,,directauth,750**,,6
v1|143698575191|442714210651,Heavy Duty Micro USB Fast Charger Data Cable Cord For Samsung Android HTC LG US,1.48,USD,https://i.ebayimg.com/images/g/57QAAOSwh19fRKN6/s-l225.jpg,New,,vcellparts,333**,,11
v1|167517650015|0,3 Pack  Earphones Headphones For Apple 14 Pro/13/12/11/X Bluetooth Wired Earbuds,7.50,USD,https://i.ebayimg.com/images/g/2RIAAOSw8-ZoC1ok/s-l225.jpg,New,,west.coast.mobile,853**,,11
v1|127104418736|428224304806,Apple iPhone 13 - 5G - 256GB Factory Unlocked GSM + CDMA - EXCELLENT,309.48,USD,https://i.ebayimg.com/images/g/UQQAAOSwj2VoH7CE/s-l225.jpg,Excellent - Refurbished,,everythingforlesss,480**,,6
v1|116454601321|416743234882,"Apple iPhone 5s - 16GB, 32GB, 64GB - ALL COLORS Unlocked A1453",37.99,USD,https://i.ebayimg.com/images/g/UJUAAOSwlGBnZ3n9/s-l225.jpg,Used,,sellingtech14,113**,,6
v1|325821894517|0,"Apple iPhone compatible USB-A White Charging Cable (3FT, 1M)",0.99,USD,https://i.ebayimg.com/images/g/yAMAAOSwqBpkqEbV/s-l225.jpg,New,,electronicdea1s,112**,,5
